,0
6907,1
6908,1
6909,0
6910,0
6911,0
6912,0
6913,0
6914,1
6915,1
6916,0
6917,0
6918,0
6919,0
6920,1
6921,0
6922,1
6923,0
6924,1
6925,0
6926,1
6927,0
6928,0
6929,1
6930,1
6931,0
6932,1
6933,1
6934,0
6935,0
6936,0
6937,0
6938,0
6939,0
6940,0
6941,1
6942,1
6943,0
6944,0
6945,1
6946,0
6947,1
6948,1
6949,0
6950,1
6951,0
6952,0
6953,1
6954,0
6955,0
6956,0
6957,0
6958,0
6959,1
6960,1
6961,0
6962,0
6963,0
6964,1
6965,0
6966,0
6967,0
6968,0
6969,1
6970,1
6971,0
6972,0
6973,1
6974,1
6975,1
6976,0
6977,0
6978,0
6979,0
6980,1
6981,0
6982,0
6983,1
6984,1
6985,0
6986,0
6987,0
6988,1
6989,0
6990,0
6991,1
6992,1
6993,1
6994,0
6995,1
6996,0
6997,0
6998,0
6999,1
7000,0
7001,1
7002,0
7003,1
7004,1
7005,1
7006,0
7007,0
7008,1
7009,1
7010,0
7011,1
7012,1
7013,0
7014,1
7015,1
7016,0
7017,0
7018,0
7019,0
7020,0
7021,1
7022,0
7023,1
7024,0
7025,0
7026,1
7027,1
7028,0
7029,1
7030,0
7031,1
7032,0
7033,1
7034,1
7035,0
7036,1
7037,1
7038,1
7039,1
7040,1
7041,1
7042,0
7043,1
7044,1
7045,1
7046,1
7047,0
7048,0
7049,1
7050,0
7051,0
7052,0
7053,0
7054,0
7055,1
7056,0
7057,0
7058,1
7059,1
7060,1
7061,1
7062,1
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,1
7071,0
7072,1
7073,1
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,1
7081,0
7082,0
7083,1
7084,1
7085,1
7086,1
7087,1
7088,1
7089,0
7090,0
7091,1
7092,0
7093,1
7094,1
7095,0
7096,0
7097,1
7098,1
7099,0
7100,0
7101,1
7102,0
7103,0
7104,1
7105,0
7106,1
7107,0
7108,1
7109,1
7110,0
7111,1
7112,0
7113,1
7114,1
7115,1
7116,1
7117,1
7118,0
7119,0
7120,1
7121,1
7122,0
7123,1
7124,0
7125,1
7126,0
7127,0
7128,1
7129,1
7130,1
7131,1
7132,0
7133,1
7134,1
7135,1
7136,0
7137,0
7138,0
7139,1
7140,1
7141,0
7142,0
7143,1
7144,0
7145,0
7146,1
7147,1
7148,0
7149,0
7150,1
7151,0
7152,0
7153,1
7154,0
7155,1
7156,1
7157,1
7158,0
7159,1
7160,0
7161,0
7162,0
7163,0
7164,1
7165,1
7166,1
7167,1
7168,1
7169,0
7170,0
7171,1
7172,0
7173,1
7174,0
7175,1
7176,1
7177,0
7178,1
7179,1
7180,0
7181,1
7182,1
7183,1
7184,1
7185,0
7186,0
7187,1
7188,0
7189,1
7190,0
7191,1
7192,0
7193,1
7194,0
7195,0
7196,0
7197,1
7198,0
7199,1
7200,1
7201,1
7202,0
7203,1
7204,1
7205,0
7206,0
7207,1
7208,1
7209,1
7210,0
7211,1
7212,0
7213,1
7214,0
7215,0
7216,1
7217,0
7218,1
7219,1
7220,0
7221,0
7222,1
7223,1
7224,0
7225,0
7226,1
7227,0
7228,0
7229,0
7230,0
7231,0
7232,1
7233,0
7234,1
7235,1
7236,1
7237,1
7238,0
7239,1
7240,0
7241,1
7242,1
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,0
7251,1
7252,1
7253,0
7254,0
7255,1
7256,1
7257,0
7258,0
7259,1
7260,1
7261,1
7262,0
7263,1
7264,0
7265,0
7266,1
7267,1
7268,1
7269,1
7270,0
7271,0
7272,0
7273,0
7274,1
7275,0
7276,1
7277,1
7278,1
7279,0
7280,1
7281,0
7282,0
7283,0
7284,1
7285,0
7286,0
7287,1
7288,0
7289,0
7290,1
7291,0
7292,1
7293,1
7294,0
7295,0
7296,0
7297,1
7298,1
7299,0
7300,0
7301,0
7302,1
7303,1
7304,0
7305,0
7306,0
7307,1
7308,1
7309,1
7310,0
7311,1
7312,1
7313,0
7314,1
7315,0
7316,0
7317,1
7318,0
7319,1
7320,0
7321,0
7322,0
7323,0
7324,1
7325,1
7326,1
7327,0
7328,1
7329,0
7330,0
7331,0
7332,1
7333,0
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,1
7341,0
7342,0
7343,0
7344,1
7345,1
7346,0
7347,0
7348,1
7349,0
7350,0
7351,1
7352,1
7353,0
7354,0
7355,1
7356,0
7357,1
7358,1
7359,0
7360,1
7361,1
7362,1
7363,1
7364,0
7365,0
7366,0
7367,0
7368,1
7369,0
7370,0
7371,1
7372,1
7373,0
7374,0
7375,1
7376,0
7377,0
7378,0
7379,1
7380,1
7381,0
7382,0
7383,0
7384,1
7385,0
7386,1
7387,0
7388,0
7389,0
7390,1
7391,0
7392,0
7393,0
7394,1
7395,1
7396,0
7397,0
7398,1
7399,1
7400,1
7401,0
7402,0
7403,0
7404,0
7405,1
7406,0
7407,0
7408,0
7409,1
7410,0
7411,1
7412,0
7413,0
7414,1
7415,1
7416,0
7417,0
7418,0
7419,0
7420,1
7421,1
7422,1
7423,0
7424,0
7425,0
7426,0
7427,0
7428,1
7429,0
7430,0
7431,0
7432,0
7433,0
7434,1
7435,1
7436,0
7437,0
7438,0
7439,0
7440,0
7441,1
7442,0
7443,1
7444,0
7445,0
7446,0
7447,1
7448,1
7449,0
7450,0
7451,0
7452,1
7453,0
7454,0
7455,0
7456,0
7457,1
7458,1
7459,1
7460,0
7461,0
7462,0
7463,0
7464,0
7465,0
7466,1
7467,1
7468,0
7469,1
7470,0
7471,1
7472,1
7473,1
7474,0
7475,1
7476,0
7477,1
7478,0
7479,0
7480,1
7481,1
7482,1
7483,0
7484,0
7485,0
7486,0
7487,0
7488,0
7489,1
7490,1
7491,1
7492,1
7493,0
7494,0
7495,0
7496,0
7497,0
7498,1
7499,0
7500,1
7501,0
7502,1
7503,0
7504,1
7505,1
7506,0
7507,1
7508,1
7509,1
7510,0
7511,1
7512,1
7513,0
7514,1
7515,0
7516,0
7517,0
7518,0
7519,0
7520,1
7521,1
7522,0
7523,0
7524,1
7525,0
7526,1
7527,0
7528,0
7529,1
7530,0
7531,0
7532,0
7533,0
7534,0
7535,1
7536,0
7537,0
7538,1
7539,1
7540,1
7541,0
7542,1
7543,0
7544,0
7545,1
7546,1
7547,0
7548,1
7549,0
7550,0
7551,0
7552,1
7553,0
7554,1
7555,0
7556,0
7557,1
7558,0
7559,0
7560,0
7561,1
7562,0
7563,1
7564,0
7565,0
7566,1
7567,0
7568,1
7569,1
7570,0
7571,0
7572,1
7573,0
7574,0
7575,1
7576,1
7577,1
7578,0
7579,1
7580,1
7581,1
7582,0
7583,0
7584,1
7585,1
7586,1
7587,0
7588,1
7589,1
7590,1
7591,0
7592,0
7593,0
7594,1
7595,1
7596,0
7597,1
7598,1
7599,1
7600,0
7601,0
7602,0
7603,1
7604,0
7605,0
7606,1
7607,1
7608,0
7609,0
7610,0
7611,0
7612,0
7613,0
7614,1
7615,0
7616,0
7617,1
7618,0
7619,0
7620,0
7621,1
7622,0
7623,1
7624,1
7625,0
7626,0
7627,1
7628,1
7629,0
7630,0
7631,0
7632,0
7633,1
7634,0
7635,1
7636,1
7637,0
7638,0
7639,0
7640,0
7641,0
7642,1
7643,0
7644,1
7645,0
7646,1
7647,0
7648,0
7649,0
7650,1
7651,0
7652,1
7653,1
7654,0
7655,1
7656,1
7657,0
7658,1
7659,1
7660,0
7661,0
7662,0
7663,1
7664,1
7665,0
7666,0
7667,0
7668,1
7669,0
7670,0
7671,0
7672,1
7673,0
7674,0
7675,1
7676,1
7677,1
7678,0
7679,1
7680,0
7681,0
7682,0
7683,1
7684,1
7685,1
7686,0
7687,0
7688,1
7689,0
7690,0
7691,0
7692,0
7693,0
7694,1
7695,1
7696,1
7697,1
7698,1
7699,1
7700,0
7701,0
7702,0
7703,0
7704,1
7705,0
7706,1
7707,0
7708,1
7709,1
7710,1
7711,0
7712,1
7713,1
7714,1
7715,0
7716,0
7717,1
7718,1
7719,0
7720,0
7721,1
7722,0
7723,1
7724,0
7725,1
7726,0
7727,1
7728,1
7729,0
7730,1
7731,0
7732,1
7733,0
7734,1
7735,1
7736,1
7737,0
7738,1
7739,1
7740,1
7741,1
7742,0
7743,1
7744,0
7745,0
7746,0
7747,0
7748,1
7749,1
7750,1
7751,1
7752,0
7753,1
7754,0
7755,1
7756,0
7757,0
7758,1
7759,0
7760,0
7761,1
7762,0
7763,0
7764,1
7765,0
7766,1
7767,0
7768,0
7769,0
7770,1
7771,0
7772,1
7773,1
7774,0
7775,1
7776,1
7777,0
7778,1
7779,1
7780,1
7781,0
7782,1
7783,0
7784,0
7785,0
7786,1
7787,1
7788,1
7789,1
7790,0
7791,0
7792,0
7793,0
7794,1
7795,0
7796,1
7797,0
7798,0
7799,1
7800,0
7801,0
7802,1
7803,0
7804,1
7805,1
7806,1
7807,0
7808,1
7809,0
7810,1
7811,1
7812,0
7813,0
7814,0
7815,0
7816,0
7817,0
7818,1
7819,0
7820,1
7821,1
7822,0
7823,1
7824,0
7825,0
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,1
7833,1
7834,1
7835,0
7836,0
7837,0
7838,1
7839,1
7840,1
7841,1
7842,0
7843,0
7844,0
7845,1
7846,0
7847,0
7848,0
7849,1
7850,0
7851,0
7852,1
7853,0
7854,0
7855,1
7856,1
7857,1
7858,1
7859,0
7860,1
7861,1
7862,0
7863,0
7864,1
7865,1
7866,1
7867,0
7868,0
7869,0
7870,1
7871,0
7872,0
7873,1
7874,0
7875,0
7876,1
7877,1
7878,0
7879,0
7880,1
7881,0
7882,0
7883,0
7884,0
7885,1
7886,1
7887,1
7888,0
7889,0
7890,1
7891,1
7892,1
7893,0
7894,1
7895,0
7896,0
7897,0
7898,0
7899,1
7900,0
7901,1
7902,0
7903,0
7904,1
7905,0
7906,0
7907,0
7908,0
7909,1
7910,0
7911,1
7912,0
7913,0
7914,0
7915,0
7916,1
7917,0
7918,1
7919,0
7920,0
7921,1
7922,1
7923,0
7924,1
7925,1
7926,1
7927,0
7928,1
7929,1
7930,1
7931,0
7932,1
7933,0
7934,1
7935,0
7936,0
7937,1
7938,1
7939,1
7940,0
7941,0
7942,1
7943,0
7944,0
7945,0
7946,1
7947,1
7948,1
7949,0
7950,1
7951,1
7952,0
7953,0
7954,0
7955,0
7956,1
7957,1
7958,1
7959,1
7960,1
7961,0
7962,0
7963,1
7964,0
7965,0
7966,1
7967,1
7968,0
7969,1
7970,0
7971,0
7972,0
7973,1
7974,0
7975,0
7976,0
7977,0
7978,1
7979,0
7980,1
7981,0
7982,1
7983,0
7984,0
7985,1
7986,0
7987,0
7988,1
7989,0
7990,1
7991,1
7992,0
7993,0
7994,1
7995,0
7996,1
7997,0
7998,1
7999,1
8000,0
8001,0
8002,0
8003,0
8004,0
8005,0
8006,0
8007,1
8008,0
8009,0
8010,0
8011,0
8012,0
8013,1
8014,0
8015,1
8016,1
8017,1
8018,1
8019,0
8020,0
8021,1
8022,0
8023,1
8024,0
8025,1
8026,1
8027,0
8028,1
8029,0
8030,0
8031,0
8032,1
8033,1
8034,1
8035,1
8036,0
8037,1
8038,1
8039,0
8040,0
8041,1
8042,1
8043,0
8044,1
8045,0
8046,1
8047,0
8048,1
8049,0
8050,1
8051,1
8052,1
8053,1
8054,1
8055,0
8056,0
8057,0
8058,1
8059,0
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,1
8071,0
8072,1
8073,1
8074,0
8075,1
8076,0
8077,1
8078,0
8079,1
8080,1
8081,0
8082,0
8083,0
8084,0
8085,0
8086,1
8087,0
8088,1
8089,1
8090,0
8091,0
8092,1
8093,1
8094,0
8095,1
8096,0
8097,0
8098,0
8099,0
8100,0
8101,0
8102,0
8103,1
8104,1
8105,1
8106,1
8107,0
8108,1
8109,0
8110,1
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,1
8119,1
8120,1
8121,0
8122,1
8123,1
8124,1
8125,1
8126,1
8127,1
8128,1
8129,1
8130,1
8131,1
8132,1
8133,1
8134,1
8135,0
8136,0
8137,1
8138,1
8139,1
8140,0
8141,1
8142,1
8143,1
8144,1
8145,1
8146,0
8147,0
8148,1
8149,0
8150,1
8151,1
8152,1
8153,0
8154,1
8155,0
8156,0
8157,0
8158,1
8159,0
8160,1
8161,0
8162,0
8163,0
8164,0
8165,0
8166,1
8167,0
8168,1
8169,0
8170,0
8171,1
8172,0
8173,0
8174,1
8175,0
8176,1
8177,1
8178,1
8179,0
8180,1
8181,1
8182,1
8183,1
8184,1
8185,0
8186,1
8187,1
8188,1
8189,1
8190,1
8191,0
8192,0
8193,1
8194,0
8195,0
8196,0
8197,1
8198,0
8199,0
8200,0
8201,1
8202,1
8203,0
8204,0
8205,1
8206,0
8207,0
8208,0
8209,0
8210,0
8211,1
8212,1
8213,0
8214,0
8215,1
8216,0
8217,0
8218,0
8219,1
8220,0
8221,1
8222,0
8223,0
8224,1
8225,0
8226,0
8227,1
8228,1
8229,0
8230,0
8231,1
8232,1
8233,0
8234,1
8235,1
8236,0
8237,1
8238,1
8239,1
8240,1
8241,0
8242,0
8243,0
8244,0
8245,1
8246,0
8247,0
8248,0
8249,1
8250,1
8251,0
8252,0
8253,1
8254,1
8255,0
8256,1
8257,0
8258,1
8259,0
8260,0
8261,1
8262,1
8263,1
8264,0
8265,0
8266,0
8267,1
8268,0
8269,0
8270,0
8271,1
8272,1
8273,1
8274,0
8275,0
8276,1
8277,1
8278,0
8279,0
8280,1
8281,0
8282,1
8283,0
8284,0
8285,0
8286,0
8287,0
8288,1
8289,0
8290,0
8291,1
8292,0
8293,1
8294,1
8295,1
8296,1
8297,1
8298,1
8299,0
8300,0
8301,1
8302,0
8303,0
8304,0
8305,1
8306,1
8307,0
8308,0
8309,0
8310,1
8311,1
8312,1
8313,1
8314,0
8315,0
8316,1
8317,0
8318,1
8319,1
8320,1
8321,0
8322,0
8323,0
8324,1
8325,1
8326,0
8327,0
8328,0
8329,0
8330,1
8331,1
8332,0
8333,1
8334,1
8335,0
8336,0
8337,0
8338,1
8339,1
8340,1
8341,0
8342,0
8343,1
8344,1
8345,1
8346,0
8347,1
8348,1
8349,1
8350,0
8351,0
8352,0
8353,0
8354,1
8355,1
8356,0
8357,1
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,1
8367,0
8368,0
8369,0
8370,1
8371,0
8372,0
8373,0
8374,1
8375,1
8376,0
8377,0
8378,0
8379,1
8380,1
8381,0
8382,0
8383,1
8384,0
8385,1
8386,1
8387,1
8388,0
8389,0
8390,1
8391,0
8392,1
8393,0
8394,0
8395,0
8396,0
8397,0
8398,1
8399,1
8400,1
8401,1
8402,0
8403,1
8404,0
8405,0
8406,1
8407,1
8408,0
8409,0
8410,0
8411,0
8412,0
8413,1
8414,1
8415,1
8416,0
8417,0
8418,1
8419,1
8420,1
8421,0
8422,1
8423,0
8424,1
8425,0
8426,0
8427,1
8428,1
8429,1
8430,0
8431,1
8432,0
8433,0
8434,1
8435,1
8436,1
8437,1
8438,0
8439,0
8440,1
8441,1
8442,0
8443,0
8444,1
8445,0
8446,1
8447,0
8448,0
8449,1
8450,0
8451,0
8452,0
8453,0
8454,1
8455,1
8456,0
8457,0
8458,0
8459,0
8460,1
8461,0
8462,1
8463,1
8464,1
8465,0
8466,1
8467,1
8468,0
8469,1
8470,1
8471,1
8472,0
8473,0
8474,1
8475,1
8476,0
8477,0
8478,0
8479,1
8480,1
8481,0
8482,0
8483,1
8484,1
8485,0
8486,1
8487,0
8488,1
8489,0
8490,1
8491,0
8492,1
8493,1
8494,1
8495,1
8496,1
8497,0
8498,0
8499,1
8500,0
8501,0
8502,1
8503,1
8504,0
8505,1
8506,0
8507,0
8508,1
8509,0
8510,0
8511,0
8512,0
8513,1
8514,0
8515,0
8516,0
8517,0
8518,1
8519,1
8520,1
8521,0
8522,0
8523,1
8524,0
8525,1
8526,0
8527,1
8528,0
8529,0
8530,0
8531,0
8532,0
8533,1
8534,1
8535,1
8536,1
8537,0
8538,0
8539,0
8540,1
8541,1
8542,0
8543,0
8544,0
8545,0
8546,1
8547,1
8548,1
8549,1
8550,0
8551,0
8552,1
8553,0
8554,0
8555,1
8556,0
8557,1
8558,0
8559,0
8560,1
8561,0
8562,0
8563,0
8564,1
8565,0
8566,1
8567,0
8568,0
8569,0
8570,0
8571,1
8572,1
8573,1
8574,1
8575,0
8576,1
8577,0
8578,1
8579,1
8580,0
8581,0
8582,0
8583,0
8584,1
8585,0
8586,1
8587,1
8588,0
8589,0
8590,0
8591,0
8592,0
8593,0
8594,1
8595,1
8596,1
8597,0
8598,1
8599,0
8600,1
8601,0
8602,1
8603,1
8604,0
8605,0
8606,0
8607,0
8608,1
8609,1
8610,0
8611,1
8612,0
8613,0
8614,0
8615,0
8616,1
8617,0
8618,1
8619,0
8620,0
8621,1
8622,0
8623,1
8624,1
8625,0
8626,1
8627,0
8628,1
8629,1
8630,0
8631,1
8632,1
8633,1
8634,0
8635,0
8636,0
8637,0
8638,0
8639,1
8640,1
8641,1
8642,0
8643,1
8644,1
8645,0
8646,0
8647,0
8648,1
8649,0
8650,0
8651,0
8652,0
8653,1
8654,1
8655,1
8656,0
8657,1
8658,1
8659,1
8660,1
8661,0
8662,0
8663,1
8664,0
8665,0
8666,1
8667,1
8668,0
8669,0
8670,0
8671,1
8672,1
8673,1
8674,0
8675,1
8676,0
8677,1
8678,1
8679,0
8680,0
8681,1
8682,0
8683,0
8684,1
8685,1
8686,0
8687,1
8688,1
8689,1
8690,0
8691,0
8692,1
8693,1
8694,0
8695,0
8696,1
8697,1
8698,1
8699,0
8700,1
8701,1
8702,0
8703,0
8704,1
8705,1
8706,1
8707,0
8708,0
8709,1
8710,1
8711,0
8712,1
8713,1
8714,0
8715,1
8716,0
8717,0
8718,0
8719,0
8720,0
8721,0
8722,1
8723,0
8724,1
8725,1
8726,0
8727,0
8728,1
8729,0
8730,0
8731,1
8732,1
8733,0
8734,0
8735,1
8736,0
8737,1
8738,1
8739,0
8740,0
8741,0
8742,1
8743,0
8744,1
8745,0
8746,0
8747,1
8748,1
8749,0
8750,0
8751,0
8752,0
8753,0
8754,0
8755,1
8756,0
8757,1
8758,0
8759,0
8760,0
8761,0
8762,1
8763,1
8764,1
8765,0
8766,0
8767,1
8768,0
8769,1
8770,1
8771,0
8772,0
8773,0
8774,0
8775,0
8776,1
8777,0
8778,0
8779,1
8780,0
8781,1
8782,0
8783,1
8784,0
8785,0
8786,1
8787,1
8788,0
8789,1
8790,0
8791,1
8792,1
8793,0
8794,0
8795,1
8796,0
8797,1
8798,0
8799,0
8800,1
8801,1
8802,0
8803,0
8804,0
8805,1
8806,1
8807,1
8808,0
8809,0
8810,1
8811,0
8812,0
8813,1
8814,0
8815,0
8816,1
8817,0
8818,1
8819,1
8820,1
8821,1
8822,1
8823,1
8824,1
8825,0
8826,0
8827,1
8828,0
8829,1
8830,0
8831,0
8832,1
8833,0
8834,0
8835,1
8836,0
8837,1
8838,1
8839,0
8840,0
8841,1
8842,0
8843,1
8844,0
8845,0
8846,1
8847,0
8848,0
8849,0
8850,1
8851,0
8852,0
8853,0
8854,0
8855,1
8856,1
8857,0
8858,1
8859,0
8860,0
8861,1
8862,0
8863,1
8864,1
8865,1
8866,0
8867,1
8868,0
8869,1
8870,0
8871,1
8872,1
8873,0
8874,1
8875,1
8876,0
8877,0
8878,0
8879,1
8880,1
8881,1
8882,1
8883,0
8884,1
8885,0
8886,1
8887,1
8888,1
8889,0
8890,0
8891,0
8892,1
8893,1
8894,0
8895,1
8896,0
8897,1
8898,0
8899,0
8900,1
8901,1
8902,1
8903,1
8904,1
8905,1
8906,0
8907,0
8908,1
8909,1
8910,0
8911,0
8912,0
8913,1
8914,1
8915,1
8916,0
8917,0
8918,0
8919,1
8920,0
8921,0
8922,1
8923,1
8924,1
8925,1
8926,1
8927,1
8928,1
8929,0
8930,1
8931,0
8932,1
8933,0
8934,1
8935,1
8936,0
8937,0
8938,0
8939,1
8940,1
8941,0
8942,1
8943,1
8944,0
8945,1
8946,1
8947,0
8948,0
8949,1
8950,1
8951,1
8952,0
8953,0
8954,1
8955,1
8956,0
8957,1
8958,0
8959,0
8960,1
8961,1
8962,0
8963,0
8964,0
8965,1
8966,1
8967,0
8968,0
8969,0
8970,0
8971,0
8972,1
8973,0
8974,1
8975,0
8976,0
8977,0
8978,1
8979,0
8980,1
8981,1
8982,1
8983,1
8984,1
8985,0
8986,1
8987,1
8988,1
8989,0
8990,1
8991,1
8992,0
8993,0
8994,0
8995,1
8996,1
8997,0
8998,0
8999,0
9000,1
9001,0
9002,1
9003,1
9004,1
9005,1
9006,0
9007,1
9008,0
9009,1
9010,1
9011,0
9012,1
9013,1
9014,0
9015,0
9016,0
9017,0
9018,1
9019,1
9020,0
9021,0
9022,1
9023,1
9024,0
9025,1
9026,0
9027,0
9028,0
9029,1
9030,1
9031,0
9032,0
9033,0
9034,1
9035,0
9036,0
9037,0
9038,0
9039,0
9040,0
9041,1
9042,0
9043,1
9044,0
9045,0
9046,0
9047,0
9048,1
9049,1
9050,0
9051,0
9052,0
9053,0
9054,0
9055,0
9056,1
9057,1
9058,1
9059,1
9060,1
9061,0
9062,0
9063,0
9064,0
9065,0
9066,1
9067,1
9068,1
9069,1
9070,1
9071,0
9072,1
9073,1
9074,0
9075,0
9076,1
9077,1
9078,1
9079,1
9080,1
9081,1
9082,1
9083,0
9084,1
9085,1
9086,0
9087,0
9088,0
9089,1
9090,0
9091,0
9092,1
9093,0
9094,0
9095,0
9096,0
9097,0
9098,1
9099,0
9100,0
9101,0
9102,0
9103,1
9104,0
9105,1
9106,1
9107,0
9108,0
9109,0
9110,1
9111,0
9112,0
9113,1
9114,0
9115,1
9116,1
9117,1
9118,0
9119,0
9120,0
9121,0
9122,0
9123,0
9124,0
9125,1
9126,1
9127,1
9128,0
9129,1
9130,1
9131,0
9132,1
9133,1
9134,0
9135,0
9136,0
9137,0
9138,0
9139,1
9140,0
9141,0
9142,0
9143,1
9144,1
9145,1
9146,1
9147,0
9148,0
9149,1
9150,1
9151,0
9152,1
9153,1
9154,0
9155,0
9156,1
9157,1
9158,0
9159,1
9160,0
9161,0
9162,0
9163,1
9164,0
9165,1
9166,0
9167,1
9168,1
9169,1
9170,0
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,0
9178,0
9179,1
9180,0
9181,1
9182,0
9183,0
9184,0
9185,1
9186,0
9187,0
9188,0
9189,1
9190,0
9191,0
9192,0
9193,1
9194,0
9195,0
9196,0
9197,0
9198,0
9199,0
9200,0
9201,0
9202,1
9203,1
9204,1
9205,0
9206,1
9207,0
9208,1
9209,0
9210,0
9211,1
9212,0
9213,1
9214,1
9215,0
9216,1
9217,0
9218,1
9219,1
9220,1
9221,0
9222,1
9223,0
9224,0
9225,1
9226,1
9227,1
9228,1
9229,0
9230,1
9231,1
9232,0
9233,0
9234,0
9235,0
9236,1
9237,0
9238,1
9239,1
9240,1
9241,1
9242,0
9243,0
9244,1
9245,1
9246,1
9247,1
9248,1
9249,1
9250,0
9251,1
9252,1
9253,1
9254,0
9255,1
9256,1
9257,1
9258,0
9259,1
9260,1
9261,0
9262,1
9263,0
9264,1
9265,0
9266,0
9267,0
9268,0
9269,0
9270,0
9271,0
9272,1
9273,0
9274,0
9275,1
9276,1
9277,0
9278,1
9279,0
9280,0
9281,1
9282,0
9283,0
9284,1
9285,0
9286,1
9287,1
9288,1
9289,1
9290,0
9291,0
9292,0
9293,0
9294,1
9295,1
9296,1
9297,0
9298,1
9299,0
9300,1
9301,1
9302,0
9303,0
9304,1
9305,0
9306,1
9307,1
9308,1
9309,0
9310,1
9311,1
9312,0
9313,0
9314,1
9315,1
9316,0
9317,1
9318,0
9319,1
9320,0
9321,0
9322,0
9323,0
9324,0
9325,0
9326,1
9327,1
9328,0
9329,0
9330,0
9331,0
9332,0
9333,0
9334,0
9335,1
9336,0
9337,0
9338,1
9339,1
9340,1
9341,1
9342,1
9343,0
9344,0
9345,0
9346,0
9347,0
9348,1
9349,0
9350,1
9351,0
9352,0
9353,1
9354,0
9355,0
9356,0
9357,1
9358,1
9359,0
9360,0
9361,0
9362,0
9363,0
9364,0
9365,1
9366,0
9367,1
9368,0
9369,0
9370,0
9371,1
9372,1
9373,1
9374,1
9375,1
9376,1
9377,1
9378,0
9379,1
9380,0
9381,1
9382,0
9383,0
9384,1
9385,0
9386,1
9387,1
9388,0
9389,0
9390,1
9391,1
9392,0
9393,0
9394,0
9395,0
9396,0
9397,0
9398,1
9399,1
9400,1
9401,0
9402,1
9403,1
9404,1
9405,0
9406,1
9407,1
9408,0
9409,1
9410,0
9411,0
9412,1
9413,0
9414,1
9415,0
9416,1
9417,1
9418,1
9419,0
9420,1
9421,1
9422,1
9423,0
9424,1
9425,1
9426,1
9427,0
9428,0
9429,1
9430,0
9431,1
9432,0
9433,0
9434,1
9435,0
9436,0
9437,1
9438,1
9439,0
9440,1
9441,0
9442,0
9443,1
9444,0
9445,1
9446,1
9447,0
9448,1
9449,0
9450,1
9451,1
9452,0
9453,1
9454,1
9455,0
9456,0
9457,0
9458,0
9459,0
9460,0
9461,1
9462,1
9463,1
9464,0
9465,0
9466,1
9467,0
9468,1
9469,1
9470,0
9471,1
9472,0
9473,0
9474,0
9475,0
9476,1
9477,0
9478,1
9479,0
9480,0
9481,0
9482,1
9483,0
9484,0
9485,0
9486,0
9487,1
9488,0
9489,1
9490,0
9491,1
9492,1
9493,0
9494,0
9495,1
9496,1
9497,1
9498,0
9499,1
9500,1
9501,1
9502,1
9503,0
9504,1
9505,0
9506,0
9507,1
9508,0
9509,1
9510,1
9511,1
9512,0
9513,0
9514,1
9515,1
9516,1
9517,0
9518,0
9519,1
9520,1
9521,1
9522,1
9523,0
9524,1
9525,0
9526,1
9527,0
9528,0
9529,1
9530,0
9531,0
9532,1
9533,1
9534,1
9535,0
9536,0
9537,1
9538,0
9539,1
9540,1
9541,1
9542,1
9543,1
9544,1
9545,1
9546,1
9547,1
9548,0
9549,1
9550,1
9551,0
9552,1
9553,0
9554,1
9555,0
9556,1
9557,1
9558,1
9559,1
9560,0
9561,1
9562,0
9563,0
9564,1
9565,1
9566,1
9567,1
9568,0
9569,1
9570,0
9571,0
9572,1
9573,1
9574,1
9575,1
9576,0
9577,1
9578,1
9579,1
9580,1
9581,0
9582,0
9583,0
9584,0
9585,1
9586,0
9587,1
9588,0
9589,0
9590,0
9591,0
9592,1
9593,0
9594,0
9595,1
9596,1
9597,0
9598,1
9599,1
9600,0
9601,1
9602,0
9603,1
9604,1
9605,1
9606,1
9607,1
9608,1
9609,0
9610,0
9611,0
9612,1
9613,1
9614,0
9615,1
9616,0
9617,0
9618,1
9619,1
9620,1
9621,1
9622,1
9623,0
9624,0
9625,1
9626,0
9627,1
9628,0
9629,0
9630,1
9631,1
9632,0
9633,1
9634,0
9635,1
9636,0
9637,1
9638,0
9639,1
9640,0
9641,1
9642,0
9643,1
9644,0
9645,0
9646,1
9647,1
9648,0
9649,0
9650,1
9651,0
9652,1
9653,0
9654,0
9655,1
9656,0
9657,0
9658,0
9659,1
9660,1
9661,0
9662,0
9663,1
9664,0
9665,0
9666,0
9667,0
9668,1
9669,1
9670,1
9671,1
9672,1
9673,0
9674,0
9675,1
9676,1
9677,1
9678,0
9679,0
9680,1
9681,0
9682,1
9683,0
9684,1
9685,0
9686,1
9687,1
9688,0
9689,1
9690,0
9691,0
9692,0
9693,1
9694,0
9695,0
9696,0
9697,1
9698,0
9699,1
9700,0
9701,1
9702,0
9703,0
9704,0
9705,1
